"workerid","category","trial_type","trial_num","targetSentence","rt","timeWindow","freq_5years","past","item","verb","condition","n_times","logfreq","observationSentence"
13,"employment","frequency_judgment",18,"",10136,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Brooke volunteered for a political campaign today."
13,"clothing","frequency_judgment",19,"",14261,"week",1820,"wore socks","wears socks","wear socks","baseline",7,7.50659178007,"Theresa wore socks today."
13,"entertainment","frequency_judgment",20,"",6704,"month",180,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",3,5.19295685089,"Linda listened to Pandora today."
13,"food","frequency_judgment",21,"",6239,"5 years",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Bridgette did cocaine today."
13,"entertainment","frequency_judgment",22,"",7746,"week",260,"watched professional football","watches professional football","watch professional football","baseline",1,5.56068163102,"Tina watched professional football today."
13,"hobby","frequency_judgment",23,"",7767,"month",60,"went for a run","runs","go for a run","baseline",1,4.09434456222,"Martin went for a run today."
13,"entertainment","frequency_judgment",24,"",7146,"year",20,"went to the movies","goes to the movies","go to the movies","baseline",4,2.99573227355,"Monica went to the movies today."
13,"hobby","frequency_judgment",25,"",7389,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Eric climbed a mountain today."
13,"entertainment","frequency_judgment",26,"",18797,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"Doug went to the ballet today."
14,"food","frequency_judgment",0,"",6492,"week",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Angela did cocaine today."
14,"food","frequency_judgment",1,"",3829,"week",1820,"drank coffee","drinks coffee","drink coffee","baseline",7,7.50659178007,"Daniel drank coffee today."
14,"hobby","frequency_judgment",2,"",4118,"week",520,"went for a run","runs","go for a run","baseline",2,6.25382881158,"Tina went for a run today."
14,"employment","frequency_judgment",3,"",5399,"week",0,"wrote a poem","writes poems","write poems","baseline",0,0,"Linda wrote a poem today."
14,"hobby","frequency_judgment",4,"",5669,"month",60,"played tennis","plays tennis","play tennis","baseline",1,4.09434456222,"Cameron played tennis today."
14,"hobby","frequency_judgment",5,"",4649,"year",15,"went on a hike","hikes","go on a hike","baseline",3,2.7080502011,"Seth went on a hike today."
14,"entertainment","frequency_judgment",6,"",4969,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"Kyle went to the ballet today."
14,"employment","frequency_judgment",7,"",3764,"week",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Esther stole chewing gum today."
14,"entertainment","frequency_judgment",8,"",5702,"month",180,"watched professional football","watches professional football","watch professional football","baseline",3,5.19295685089,"Robert watched professional football today."
14,"clothing","frequency_judgment",9,"",8951,"week",1820,"wore socks","wears socks","wear socks","baseline",7,7.50659178007,"Lucas wore socks today."
14,"food","frequency_judgment",10,"",3966,"week",0,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",0,0,"Doug smoked marijuana today."
14,"employment","frequency_judgment",11,"",2728,"week",0,"stole a car","steals cars","steal cars","baseline",0,0,"Eric stole a car today."
14,"food","frequency_judgment",12,"",3014,"week",0,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",0,0,"Elisa smoked cigarettes today."
14,"food","frequency_judgment",13,"",4767,"month",240,"drank a beer","drinks beer","drink beer","baseline",4,5.48063892334,"Tim drank a beer today."
14,"food","frequency_judgment",14,"",2554,"week",0,"ate caviar","eats caviar","eat caviar","baseline",0,0,"Janet ate caviar today."
14,"entertainment","frequency_judgment",15,"",6683,"week",1820,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",7,7.50659178007,"Lee listened to Pandora today."
14,"entertainment","frequency_judgment",16,"",6170,"month",60,"listened to live music","listens to live music","listen to live music","baseline",1,4.09434456222,"Amber listened to live music today."
14,"clothing","frequency_judgment",17,"",5226,"week",1820,"wore slacks","wears slacks","wear slacks","baseline",7,7.50659178007,"Alexander wore slacks today."
14,"employment","frequency_judgment",18,"",5287,"year",5,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,1.60943791243,"Gabriel volunteered for a soup kitchen today."
14,"employment","frequency_judgment",19,"",3660,"year",5,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,1.60943791243,"Stephen volunteered for a political campaign today."
14,"food","frequency_judgment",20,"",4687,"month",480,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",8,6.1737861039,"Nicole ate peanut butter today."
14,"entertainment","frequency_judgment",21,"",3422,"month",120,"went to the movies","goes to the movies","go to the movies","baseline",2,4.78749174278,"Alicia went to the movies today."
14,"clothing","frequency_judgment",22,"",3168,"week",1820,"wore a watch","wears a watch","wear a watch","baseline",7,7.50659178007,"Anthony wore a watch today."
14,"hobby","frequency_judgment",23,"",3439,"week",0,"climbed a mountain","climbs mountains","climb mountains","baseline",0,0,"Bridgette climbed a mountain today."
14,"hobby","frequency_judgment",24,"",2367,"week",0,"played the banjo","plays the banjo","play the banjo","baseline",0,0,"Claire played the banjo today."
14,"clothing","frequency_judgment",25,"",3790,"month",120,"wore a hat","wears a hat","wear a hat","baseline",2,4.78749174278,"Michael wore a hat today."
14,"entertainment","frequency_judgment",26,"",4464,"5 years",1,"watched a space launch","watches space launches","watch space launches","baseline",1,0,"Maya watched a space launch today."
15,"hobby","frequency_judgment",0,"You overhear two friends talking. <br>One of them says to the other, ""George went on a hike today.""",9470,"month",120,"went on a hike","hikes","go on a hike","communication",2,4.78749174278,"George went on a hike today."
15,"entertainment","frequency_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Anthony went to the ballet today.""",7985,"year",20,"went to the ballet","goes to the ballet","go to the ballet","communication",4,2.99573227355,"Anthony went to the ballet today."
15,"hobby","frequency_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Scott played the banjo today.""",17817,"week",520,"played the banjo","plays the banjo","play the banjo","communication",2,6.25382881158,"Scott played the banjo today."
15,"clothing","frequency_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Ronald wore socks today.""",28187,"year",1825,"wore socks","wears socks","wear socks","communication",365,7.50933526602,"Ronald wore socks today."
15,"entertainment","frequency_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Lucas listened to Pandora today.""",13407,"year",750,"listened to Pandora","listens to Pandora","listen to Pandora","communication",150,6.62007320653,"Lucas listened to Pandora today."
15,"employment","frequency_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Martin stole a car today.""",9697,"year",25,"stole a car","steals cars","steal cars","communication",5,3.21887582487,"Martin stole a car today."
15,"food","frequency_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Amber ate caviar today.""",14910,"year",30,"ate caviar","eats caviar","eat caviar","communication",6,3.40119738166,"Amber ate caviar today."
15,"food","frequency_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Stephen ate peanut butter today.""",12804,"year",625,"ate peanut butter","eats peanut butter","eat peanut butter","communication",125,6.43775164974,"Stephen ate peanut butter today."
15,"employment","frequency_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Julia stole chewing gum today.""",29441,"year",25,"stole chewing gum","steals chewing gum","steal chewing gum","communication",5,3.21887582487,"Julia stole chewing gum today."
15,"hobby","frequency_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Natalie played tennis today.""",17169,"year",110,"played tennis","plays tennis","play tennis","communication",22,4.70048036579,"Natalie played tennis today."
15,"hobby","frequency_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Kyle went for a run today.""",62809,"month",600,"went for a run","runs","go for a run","communication",10,6.39692965522,"Kyle went for a run today."
15,"food","frequency_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Tina did cocaine today.""",8893,"year",25,"did cocaine","does cocaine","do cocaine","communication",5,3.21887582487,"Tina did cocaine today."
15,"entertainment","frequency_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Josh watched professional football today.""",18566,"year",250,"watched professional football","watches professional football","watch professional football","communication",50,5.52146091786,"Josh watched professional football today."
15,"entertainment","frequency_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""Kristina listened to live music today.""",7089,"month",600,"listened to live music","listens to live music","listen to live music","communication",10,6.39692965522,"Kristina listened to live music today."
15,"employment","frequency_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Elisa volunteered for a soup kitchen today.""",10448,"year",35,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","communication",7,3.55534806149,"Elisa volunteered for a soup kitchen today."
15,"food","frequency_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Melinda drank a beer today.""",14246,"month",2400,"drank a beer","drinks beer","drink beer","communication",40,7.78322401634,"Melinda drank a beer today."
15,"clothing","frequency_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Jennifer wore slacks today.""",17080,"year",1250,"wore slacks","wears slacks","wear slacks","communication",250,7.1308988303,"Jennifer wore slacks today."
15,"food","frequency_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Ted smoked cigarettes today.""",31150,"month",21000,"smoked cigarettes","smokes cigarettes","smoke cigarettes","communication",350,9.95227771671,"Ted smoked cigarettes today."
15,"employment","frequency_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Vince volunteered for a political campaign today.""",13425,"year",25,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","communication",5,3.21887582487,"Vince volunteered for a political campaign today."
15,"employment","frequency_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Tom wrote a poem today.""",9183,"year",5,"wrote a poem","writes poems","write poems","communication",1,1.60943791243,"Tom wrote a poem today."
15,"entertainment","frequency_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Nicole went to the movies today.""",34844,"month",180,"went to the movies","goes to the movies","go to the movies","communication",3,5.19295685089,"Nicole went to the movies today."
15,"entertainment","frequency_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Derrick watched a space launch today.""",7460,"5 years",1,"watched a space launch","watches space launches","watch space launches","communication",1,0,"Derrick watched a space launch today."
15,"food","frequency_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Monica smoked marijuana today.""",8996,"month",180,"smoked marijuana","smokes marijuana","smoke marijuana","communication",3,5.19295685089,"Monica smoked marijuana today."
15,"food","frequency_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Seth drank coffee today.""",55419,"year",1500,"drank coffee","drinks coffee","drink coffee","communication",300,7.31322038709,"Seth drank coffee today."
15,"hobby","frequency_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca climbed a mountain today.""",45133,"year",100,"climbed a mountain","climbs mountains","climb mountains","communication",20,4.60517018599,"Rebecca climbed a mountain today."
15,"clothing","frequency_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Stephen wore a hat today.""",36053,"month",60,"wore a hat","wears a hat","wear a hat","communication",1,4.09434456222,"Stephen wore a hat today."
15,"clothing","frequency_judgment",26,"You overhear two friends talking. <br>One of them says to the other, ""Doug wore a watch today.""",36152,"year",1500,"wore a watch","wears a watch","wear a watch","communication",300,7.31322038709,"Doug wore a watch today."
16,"entertainment","frequency_judgment",0,"",5913,"month",60,"went to the movies","goes to the movies","go to the movies","baseline",1,4.09434456222,"Stephen went to the movies today."
16,"clothing","frequency_judgment",1,"",6266,"year",50,"wore a hat","wears a hat","wear a hat","baseline",10,3.91202300543,"John wore a hat today."
16,"employment","frequency_judgment",2,"",3226,"year",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Alexander stole chewing gum today."
16,"food","frequency_judgment",3,"",5853,"5 years",1,"ate caviar","eats caviar","eat caviar","baseline",1,0,"Derrick ate caviar today."
16,"entertainment","frequency_judgment",4,"",8714,"year",0,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",0,0,"Ted listened to Pandora today."
16,"food","frequency_judgment",5,"",2446,"year",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Tim did cocaine today."
16,"entertainment","frequency_judgment",6,"",4292,"year",0,"went to the ballet","goes to the ballet","go to the ballet","baseline",0,0,"Laura went to the ballet today."
16,"employment","frequency_judgment",7,"",5015,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Michael volunteered for a political campaign today."
16,"entertainment","frequency_judgment",8,"",3770,"5 years",1,"watched a space launch","watches space launches","watch space launches","baseline",1,0,"Linda watched a space launch today."
16,"food","frequency_judgment",9,"",3253,"5 years",1,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",1,0,"Alicia smoked cigarettes today."
16,"entertainment","frequency_judgment",10,"",9372,"year",50,"watched professional football","watches professional football","watch professional football","baseline",10,3.91202300543,"Doug watched professional football today."
16,"clothing","frequency_judgment",11,"",9444,"year",1500,"wore a watch","wears a watch","wear a watch","baseline",300,7.31322038709,"Anthony wore a watch today."
16,"hobby","frequency_judgment",12,"",3713,"year",5,"played tennis","plays tennis","play tennis","baseline",1,1.60943791243,"Natalie played tennis today."
16,"clothing","frequency_judgment",13,"",6598,"year",1250,"wore slacks","wears slacks","wear slacks","baseline",250,7.1308988303,"Theresa wore slacks today."
16,"clothing","frequency_judgment",14,"",4639,"year",1500,"wore socks","wears socks","wear socks","baseline",300,7.31322038709,"Crystal wore socks today."
16,"food","frequency_judgment",15,"",6757,"year",100,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",20,4.60517018599,"Cameron ate peanut butter today."
16,"food","frequency_judgment",16,"",4899,"year",0,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",0,0,"Hillary smoked marijuana today."
16,"food","frequency_judgment",17,"",7606,"week",2600,"drank coffee","drinks coffee","drink coffee","baseline",10,7.86326672401,"Jack drank coffee today."
16,"employment","frequency_judgment",18,"",3109,"year",0,"stole a car","steals cars","steal cars","baseline",0,0,"Jacob stole a car today."
16,"food","frequency_judgment",19,"",3316,"week",260,"drank a beer","drinks beer","drink beer","baseline",1,5.56068163102,"Josh drank a beer today."
16,"employment","frequency_judgment",20,"",3383,"5 years",1,"wrote a poem","writes poems","write poems","baseline",1,0,"Michelle wrote a poem today."
16,"entertainment","frequency_judgment",21,"",4508,"year",10,"listened to live music","listens to live music","listen to live music","baseline",2,2.30258509299,"Fred listened to live music today."
16,"hobby","frequency_judgment",22,"",2954,"year",0,"played the banjo","plays the banjo","play the banjo","baseline",0,0,"Lee played the banjo today."
16,"hobby","frequency_judgment",23,"",6643,"year",25,"went on a hike","hikes","go on a hike","baseline",5,3.21887582487,"Kyle went on a hike today."
16,"hobby","frequency_judgment",24,"",2325,"week",260,"went for a run","runs","go for a run","baseline",1,5.56068163102,"Elizabeth went for a run today."
16,"hobby","frequency_judgment",25,"",2783,"year",0,"climbed a mountain","climbs mountains","climb mountains","baseline",0,0,"Tina climbed a mountain today."
16,"employment","frequency_judgment",26,"",3582,"5 years",1,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,0,"Eric volunteered for a soup kitchen today."
17,"hobby","frequency_judgment",0,"Linda played tennis today.",15379,"month",60,"played tennis","plays tennis","play tennis","observation",1,4.09434456222,"Linda played tennis today."
17,"food","frequency_judgment",1,"Maya smoked marijuana today.",9100,"week",520,"smoked marijuana","smokes marijuana","smoke marijuana","observation",2,6.25382881158,"Maya smoked marijuana today."
17,"food","frequency_judgment",2,"Greg did cocaine today.",12763,"month",60,"did cocaine","does cocaine","do cocaine","observation",1,4.09434456222,"Greg did cocaine today."
17,"entertainment","frequency_judgment",3,"Stephen listened to live music today.",7671,"week",260,"listened to live music","listens to live music","listen to live music","observation",1,5.56068163102,"Stephen listened to live music today."
17,"entertainment","frequency_judgment",4,"Jennifer watched a space launch today.",7729,"year",5,"watched a space launch","watches space launches","watch space launches","observation",1,1.60943791243,"Jennifer watched a space launch today."
17,"entertainment","frequency_judgment",5,"Christopher went to the ballet today.",6333,"year",10,"went to the ballet","goes to the ballet","go to the ballet","observation",2,2.30258509299,"Christopher went to the ballet today."
17,"entertainment","frequency_judgment",6,"Vince went to the movies today.",13072,"month",120,"went to the movies","goes to the movies","go to the movies","observation",2,4.78749174278,"Vince went to the movies today."
17,"employment","frequency_judgment",7,"Martin stole a car today.",6728,"5 years",1,"stole a car","steals cars","steal cars","observation",1,0,"Martin stole a car today."
17,"employment","frequency_judgment",8,"Ronald volunteered for a soup kitchen today.",6091,"month",60,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","observation",1,4.09434456222,"Ronald volunteered for a soup kitchen today."
17,"entertainment","frequency_judgment",9,"Derrick watched professional football today.",5749,"week",260,"watched professional football","watches professional football","watch professional football","observation",1,5.56068163102,"Derrick watched professional football today."
17,"food","frequency_judgment",10,"Josh drank a beer today.",5171,"week",520,"drank a beer","drinks beer","drink beer","observation",2,6.25382881158,"Josh drank a beer today."
17,"clothing","frequency_judgment",11,"Shannon wore a hat today.",9970,"month",300,"wore a hat","wears a hat","wear a hat","observation",5,5.70378247466,"Shannon wore a hat today."
17,"food","frequency_judgment",12,"Gabriel ate caviar today.",6723,"year",10,"ate caviar","eats caviar","eat caviar","observation",2,2.30258509299,"Gabriel ate caviar today."
17,"entertainment","frequency_judgment",13,"Lewis listened to Pandora today.",8395,"week",1820,"listened to Pandora","listens to Pandora","listen to Pandora","observation",7,7.50659178007,"Lewis listened to Pandora today."
17,"clothing","frequency_judgment",14,"Kelly wore socks today.",8464,"week",1820,"wore socks","wears socks","wear socks","observation",7,7.50659178007,"Kelly wore socks today."
17,"hobby","frequency_judgment",15,"Kim climbed a mountain today.",8415,"year",15,"climbed a mountain","climbs mountains","climb mountains","observation",3,2.7080502011,"Kim climbed a mountain today."
17,"clothing","frequency_judgment",16,"Hillary wore a watch today.",6609,"week",1820,"wore a watch","wears a watch","wear a watch","observation",7,7.50659178007,"Hillary wore a watch today."
17,"food","frequency_judgment",17,"Elisa ate peanut butter today.",6430,"week",780,"ate peanut butter","eats peanut butter","eat peanut butter","observation",3,6.65929391968,"Elisa ate peanut butter today."
17,"food","frequency_judgment",18,"Seth smoked cigarettes today.",6366,"week",520,"smoked cigarettes","smokes cigarettes","smoke cigarettes","observation",2,6.25382881158,"Seth smoked cigarettes today."
17,"hobby","frequency_judgment",19,"Robert went on a hike today.",8445,"month",240,"went on a hike","hikes","go on a hike","observation",4,5.48063892334,"Robert went on a hike today."
17,"clothing","frequency_judgment",20,"Scott wore slacks today.",7961,"week",1560,"wore slacks","wears slacks","wear slacks","observation",6,7.35244110024,"Scott wore slacks today."
17,"employment","frequency_judgment",21,"Veronica volunteered for a political campaign today.",10768,"5 years",2,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","observation",2,0.69314718056,"Veronica volunteered for a political campaign today."
17,"employment","frequency_judgment",22,"Elizabeth stole chewing gum today.",4989,"5 years",1,"stole chewing gum","steals chewing gum","steal chewing gum","observation",1,0,"Elizabeth stole chewing gum today."
17,"food","frequency_judgment",23,"Jacob drank coffee today.",5060,"week",1300,"drank coffee","drinks coffee","drink coffee","observation",5,7.17011954345,"Jacob drank coffee today."
17,"hobby","frequency_judgment",24,"David played the banjo today.",6518,"week",780,"played the banjo","plays the banjo","play the banjo","observation",3,6.65929391968,"David played the banjo today."
17,"employment","frequency_judgment",25,"Theresa wrote a poem today.",7117,"month",300,"wrote a poem","writes poems","write poems","observation",5,5.70378247466,"Theresa wrote a poem today."
17,"hobby","frequency_judgment",26,"George went for a run today.",5170,"week",1040,"went for a run","runs","go for a run","observation",4,6.94697599214,"George went for a run today."
18,"entertainment","frequency_judgment",0,"",15486,"year",10,"listened to live music","listens to live music","listen to live music","baseline",2,2.30258509299,"Shannon listened to live music today."
18,"food","frequency_judgment",1,"",6705,"5 years",2,"ate caviar","eats caviar","eat caviar","baseline",2,0.69314718056,"Brian ate caviar today."
18,"hobby","frequency_judgment",2,"",13461,"year",50,"played tennis","plays tennis","play tennis","baseline",10,3.91202300543,"Kyle played tennis today."
18,"entertainment","frequency_judgment",3,"",6829,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"John went to the ballet today."
18,"employment","frequency_judgment",4,"",11345,"year",25,"wrote a poem","writes poems","write poems","baseline",5,3.21887582487,"Stephanie wrote a poem today."
18,"food","frequency_judgment",5,"",7791,"week",780,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",3,6.65929391968,"Kathleen ate peanut butter today."
18,"employment","frequency_judgment",6,"",5489,"year",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Robert stole chewing gum today."
18,"clothing","frequency_judgment",7,"",10281,"week",1560,"wore socks","wears socks","wear socks","baseline",6,7.35244110024,"Claire wore socks today."
18,"clothing","frequency_judgment",8,"",5387,"week",1820,"wore a watch","wears a watch","wear a watch","baseline",7,7.50659178007,"Ronald wore a watch today."
18,"food","frequency_judgment",9,"",8990,"week",1820,"drank coffee","drinks coffee","drink coffee","baseline",7,7.50659178007,"Elisa drank coffee today."
18,"hobby","frequency_judgment",10,"",8800,"week",780,"went for a run","runs","go for a run","baseline",3,6.65929391968,"Laura went for a run today."
18,"hobby","frequency_judgment",11,"",6684,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Rebecca climbed a mountain today."
18,"entertainment","frequency_judgment",12,"",26515,"5 years",1,"watched a space launch","watches space launches","watch space launches","baseline",1,0,"Kim watched a space launch today."
18,"food","frequency_judgment",13,"",6618,"month",120,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",2,4.78749174278,"Alexander smoked marijuana today."
18,"employment","frequency_judgment",14,"",5206,"year",5,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,1.60943791243,"Lewis volunteered for a soup kitchen today."
18,"food","frequency_judgment",15,"",5222,"5 years",1,"did cocaine","does cocaine","do cocaine","baseline",1,0,"Vince did cocaine today."
18,"entertainment","frequency_judgment",16,"",6861,"year",25,"went to the movies","goes to the movies","go to the movies","baseline",5,3.21887582487,"Kristina went to the movies today."
18,"clothing","frequency_judgment",17,"",9536,"year",75,"wore a hat","wears a hat","wear a hat","baseline",15,4.31748811354,"Tom wore a hat today."
18,"entertainment","frequency_judgment",18,"",8228,"month",240,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",4,5.48063892334,"Natalie listened to Pandora today."
18,"hobby","frequency_judgment",19,"",6234,"year",0,"played the banjo","plays the banjo","play the banjo","baseline",0,0,"Bridgette played the banjo today."
18,"clothing","frequency_judgment",20,"",5287,"week",1300,"wore slacks","wears slacks","wear slacks","baseline",5,7.17011954345,"Greg wore slacks today."
18,"employment","frequency_judgment",21,"",7945,"year",0,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",0,0,"Daniel volunteered for a political campaign today."
18,"entertainment","frequency_judgment",22,"",6840,"month",240,"watched professional football","watches professional football","watch professional football","baseline",4,5.48063892334,"Derrick watched professional football today."
18,"food","frequency_judgment",23,"",7059,"week",1560,"drank a beer","drinks beer","drink beer","baseline",6,7.35244110024,"Jacob drank a beer today."
18,"food","frequency_judgment",24,"",10107,"week",520,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",2,6.25382881158,"David smoked cigarettes today."
18,"employment","frequency_judgment",25,"",4612,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"Anthony stole a car today."
18,"hobby","frequency_judgment",26,"",5311,"month",180,"went on a hike","hikes","go on a hike","baseline",3,5.19295685089,"Linda went on a hike today."
19,"clothing","frequency_judgment",0,"",20635,"week",520,"wore socks","wears socks","wear socks","baseline",2,6.25382881158,"Laura wore socks today."
19,"clothing","frequency_judgment",1,"",15574,"week",1560,"wore slacks","wears slacks","wear slacks","baseline",6,7.35244110024,"Alicia wore slacks today."
19,"hobby","frequency_judgment",2,"",8893,"year",10,"went on a hike","hikes","go on a hike","baseline",2,2.30258509299,"Robert went on a hike today."
19,"entertainment","frequency_judgment",3,"",8898,"week",520,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",2,6.25382881158,"Michael listened to Pandora today."
19,"employment","frequency_judgment",4,"",9123,"month",60,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",1,4.09434456222,"Stephanie stole chewing gum today."
19,"entertainment","frequency_judgment",5,"",10599,"month",60,"watched professional football","watches professional football","watch professional football","baseline",1,4.09434456222,"Natalie watched professional football today."
19,"food","frequency_judgment",6,"",6327,"week",260,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",1,5.56068163102,"Kelly ate peanut butter today."
19,"employment","frequency_judgment",7,"",10210,"year",0,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",0,0,"Monica volunteered for a political campaign today."
19,"hobby","frequency_judgment",8,"",9791,"month",60,"went for a run","runs","go for a run","baseline",1,4.09434456222,"Jessica went for a run today."
19,"food","frequency_judgment",9,"",37772,"5 years",1,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",1,0,"Shannon smoked marijuana today."
19,"hobby","frequency_judgment",10,"",9387,"year",10,"played tennis","plays tennis","play tennis","baseline",2,2.30258509299,"Maya played tennis today."
19,"entertainment","frequency_judgment",11,"",6860,"year",0,"watched a space launch","watches space launches","watch space launches","baseline",0,0,"Janet watched a space launch today."
19,"employment","frequency_judgment",12,"",6766,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"Crystal stole a car today."
19,"clothing","frequency_judgment",13,"",6890,"week",1820,"wore a watch","wears a watch","wear a watch","baseline",7,7.50659178007,"Elizabeth wore a watch today."
19,"food","frequency_judgment",14,"",12708,"month",60,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",1,4.09434456222,"Jack smoked cigarettes today."
19,"food","frequency_judgment",15,"",9605,"week",1560,"drank coffee","drinks coffee","drink coffee","baseline",6,7.35244110024,"Derrick drank coffee today."
19,"entertainment","frequency_judgment",16,"",6963,"year",5,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,1.60943791243,"Jacob went to the ballet today."
19,"food","frequency_judgment",17,"",6365,"5 years",1,"ate caviar","eats caviar","eat caviar","baseline",1,0,"Michelle ate caviar today."
19,"employment","frequency_judgment",18,"",13893,"year",5,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,1.60943791243,"Josh volunteered for a soup kitchen today."
19,"employment","frequency_judgment",19,"",7090,"year",5,"wrote a poem","writes poems","write poems","baseline",1,1.60943791243,"Amber wrote a poem today."
19,"entertainment","frequency_judgment",20,"",7850,"month",60,"went to the movies","goes to the movies","go to the movies","baseline",1,4.09434456222,"Melinda went to the movies today."
19,"food","frequency_judgment",21,"",10316,"year",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Scott did cocaine today."
19,"hobby","frequency_judgment",22,"",8006,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Sophia climbed a mountain today."
19,"entertainment","frequency_judgment",23,"",8043,"year",5,"listened to live music","listens to live music","listen to live music","baseline",1,1.60943791243,"Stephen listened to live music today."
19,"clothing","frequency_judgment",24,"",16848,"year",100,"wore a hat","wears a hat","wear a hat","baseline",20,4.60517018599,"Tim wore a hat today."
19,"food","frequency_judgment",25,"",8667,"week",260,"drank a beer","drinks beer","drink beer","baseline",1,5.56068163102,"Jackie drank a beer today."
19,"hobby","frequency_judgment",26,"",6014,"5 years",0,"played the banjo","plays the banjo","play the banjo","baseline",0,0,"Kim played the banjo today."
20,"employment","frequency_judgment",0,"Cameron volunteered for a political campaign today.",10049,"year",10,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","observation",2,2.30258509299,"Cameron volunteered for a political campaign today."
20,"hobby","frequency_judgment",1,"Kyle went for a run today.",4358,"month",300,"went for a run","runs","go for a run","observation",5,5.70378247466,"Kyle went for a run today."
