"workerid","category","trial_type","trial_num","targetSentence","rt","timeWindow","freq_5years","past","item","verb","condition","n_times","logfreq","observationSentence"
105,"food","frequency_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Hillary did cocaine today.""",5536,"week",260,"did cocaine","does cocaine","do cocaine","communication",1,5.56068163102,"Hillary did cocaine today."
105,"food","frequency_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Claire smoked cigarettes today.""",11428,"week",7800,"smoked cigarettes","smokes cigarettes","smoke cigarettes","communication",30,8.96187901268,"Claire smoked cigarettes today."
105,"entertainment","frequency_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Jackie listened to live music today.""",5516,"month",60,"listened to live music","listens to live music","listen to live music","communication",1,4.09434456222,"Jackie listened to live music today."
105,"employment","frequency_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Esther wrote a poem today.""",12056,"month",60,"wrote a poem","writes poems","write poems","communication",1,4.09434456222,"Esther wrote a poem today."
105,"hobby","frequency_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Elizabeth played tennis today.""",5938,"week",260,"played tennis","plays tennis","play tennis","communication",1,5.56068163102,"Elizabeth played tennis today."
105,"food","frequency_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Michelle ate caviar today.""",4960,"year",5,"ate caviar","eats caviar","eat caviar","communication",1,1.60943791243,"Michelle ate caviar today."
105,"entertainment","frequency_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Kelly watched a space launch today.""",6187,"5 years",1,"watched a space launch","watches space launches","watch space launches","communication",1,0,"Kelly watched a space launch today."
105,"hobby","frequency_judgment",26,"You overhear two friends talking. <br>One of them says to the other, ""Kathleen went for a run today.""",7307,"week",780,"went for a run","runs","go for a run","communication",3,6.65929391968,"Kathleen went for a run today."
106,"employment","frequency_judgment",0,"",15610,"year",5,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",1,1.60943791243,"Angela stole chewing gum today."
106,"food","frequency_judgment",1,"",8636,"year",25,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",5,3.21887582487,"Maya smoked marijuana today."
106,"food","frequency_judgment",2,"",7860,"5 years",1,"ate caviar","eats caviar","eat caviar","baseline",1,0,"Tina ate caviar today."
106,"employment","frequency_judgment",3,"",7791,"5 years",1,"wrote a poem","writes poems","write poems","baseline",1,0,"Kyle wrote a poem today."
106,"clothing","frequency_judgment",4,"",9373,"year",25,"wore slacks","wears slacks","wear slacks","baseline",5,3.21887582487,"Alicia wore slacks today."
106,"entertainment","frequency_judgment",5,"",9288,"month",120,"watched professional football","watches professional football","watch professional football","baseline",2,4.78749174278,"David watched professional football today."
106,"hobby","frequency_judgment",6,"",7717,"year",5,"played tennis","plays tennis","play tennis","baseline",1,1.60943791243,"Stephanie played tennis today."
106,"hobby","frequency_judgment",7,"",8498,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Nicole climbed a mountain today."
106,"food","frequency_judgment",8,"",7770,"5 years",1,"did cocaine","does cocaine","do cocaine","baseline",1,0,"Natalie did cocaine today."
106,"food","frequency_judgment",9,"",5585,"week",260,"drank a beer","drinks beer","drink beer","baseline",1,5.56068163102,"Scott drank a beer today."
106,"clothing","frequency_judgment",10,"",5213,"week",260,"wore a hat","wears a hat","wear a hat","baseline",1,5.56068163102,"Josh wore a hat today."
106,"hobby","frequency_judgment",11,"",7483,"5 years",1,"played the banjo","plays the banjo","play the banjo","baseline",1,0,"Daniel played the banjo today."
106,"entertainment","frequency_judgment",12,"",6277,"5 years",1,"watched a space launch","watches space launches","watch space launches","baseline",1,0,"Eric watched a space launch today."
106,"employment","frequency_judgment",13,"",7023,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"Hillary stole a car today."
106,"food","frequency_judgment",14,"",4915,"week",520,"drank coffee","drinks coffee","drink coffee","baseline",2,6.25382881158,"Julia drank coffee today."
106,"entertainment","frequency_judgment",15,"",5333,"year",5,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",1,1.60943791243,"Monica listened to Pandora today."
106,"hobby","frequency_judgment",16,"",4696,"month",60,"went for a run","runs","go for a run","baseline",1,4.09434456222,"Christopher went for a run today."
106,"food","frequency_judgment",17,"",4191,"month",60,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",1,4.09434456222,"Michelle ate peanut butter today."
106,"entertainment","frequency_judgment",18,"",4450,"year",5,"went to the movies","goes to the movies","go to the movies","baseline",1,1.60943791243,"Gabriel went to the movies today."
106,"food","frequency_judgment",19,"",15462,"week",520,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",2,6.25382881158,"Ben smoked cigarettes today."
106,"employment","frequency_judgment",20,"",4529,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Lucas volunteered for a political campaign today."
106,"clothing","frequency_judgment",21,"",5154,"week",260,"wore a watch","wears a watch","wear a watch","baseline",1,5.56068163102,"Laura wore a watch today."
106,"entertainment","frequency_judgment",22,"",6176,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"Esther went to the ballet today."
106,"entertainment","frequency_judgment",23,"",6295,"year",5,"listened to live music","listens to live music","listen to live music","baseline",1,1.60943791243,"Cameron listened to live music today."
106,"employment","frequency_judgment",24,"",5263,"5 years",1,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,0,"Vince volunteered for a soup kitchen today."
106,"clothing","frequency_judgment",25,"",6738,"week",1300,"wore socks","wears socks","wear socks","baseline",5,7.17011954345,"Elizabeth wore socks today."
106,"hobby","frequency_judgment",26,"",5348,"5 years",1,"went on a hike","hikes","go on a hike","baseline",1,0,"Shannon went on a hike today."
107,"entertainment","frequency_judgment",0,"",11019,"5 years",2,"watched a space launch","watches space launches","watch space launches","baseline",2,0.69314718056,"Natalie watched a space launch today."
107,"employment","frequency_judgment",1,"",10125,"5 years",3,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",3,1.09861228867,"Crystal volunteered for a soup kitchen today."
107,"clothing","frequency_judgment",2,"",9191,"month",1500,"wore a watch","wears a watch","wear a watch","baseline",25,7.31322038709,"Josh wore a watch today."
107,"entertainment","frequency_judgment",3,"",22997,"year",30,"listened to live music","listens to live music","listen to live music","baseline",6,3.40119738166,"Lee listened to live music today."
107,"hobby","frequency_judgment",4,"",5403,"year",15,"went on a hike","hikes","go on a hike","baseline",3,2.7080502011,"Rebecca went on a hike today."
107,"hobby","frequency_judgment",5,"",3626,"5 years",2,"played the banjo","plays the banjo","play the banjo","baseline",2,0.69314718056,"Bridgette played the banjo today."
107,"hobby","frequency_judgment",6,"",4948,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Anthony climbed a mountain today."
107,"hobby","frequency_judgment",7,"",5087,"month",300,"went for a run","runs","go for a run","baseline",5,5.70378247466,"Seth went for a run today."
107,"food","frequency_judgment",8,"",7885,"5 years",2,"ate caviar","eats caviar","eat caviar","baseline",2,0.69314718056,"Julia ate caviar today."
107,"employment","frequency_judgment",9,"",5581,"5 years",3,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",3,1.09861228867,"Michelle volunteered for a political campaign today."
107,"food","frequency_judgment",10,"",5458,"month",600,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",10,6.39692965522,"Elisa ate peanut butter today."
107,"entertainment","frequency_judgment",11,"",4834,"month",300,"watched professional football","watches professional football","watch professional football","baseline",5,5.70378247466,"Ashley watched professional football today."
107,"clothing","frequency_judgment",12,"",7544,"month",900,"wore slacks","wears slacks","wear slacks","baseline",15,6.80239476332,"Elizabeth wore slacks today."
107,"hobby","frequency_judgment",13,"",8851,"year",20,"played tennis","plays tennis","play tennis","baseline",4,2.99573227355,"Laura played tennis today."
107,"employment","frequency_judgment",14,"",4504,"year",15,"wrote a poem","writes poems","write poems","baseline",3,2.7080502011,"Angela wrote a poem today."
107,"entertainment","frequency_judgment",15,"",5339,"month",600,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",10,6.39692965522,"Alexander listened to Pandora today."
107,"entertainment","frequency_judgment",16,"",4865,"year",5,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,1.60943791243,"Linda went to the ballet today."
107,"food","frequency_judgment",17,"",7595,"month",300,"drank a beer","drinks beer","drink beer","baseline",5,5.70378247466,"Theresa drank a beer today."
107,"clothing","frequency_judgment",18,"",5802,"month",1500,"wore socks","wears socks","wear socks","baseline",25,7.31322038709,"William wore socks today."
107,"food","frequency_judgment",19,"",10089,"5 years",2,"did cocaine","does cocaine","do cocaine","baseline",2,0.69314718056,"Jacob did cocaine today."
107,"clothing","frequency_judgment",20,"",5535,"month",600,"wore a hat","wears a hat","wear a hat","baseline",10,6.39692965522,"Janet wore a hat today."
107,"food","frequency_judgment",21,"",10120,"month",3000,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",50,8.00636756765,"Cameron smoked cigarettes today."
107,"employment","frequency_judgment",22,"",7670,"5 years",1,"stole a car","steals cars","steal cars","baseline",1,0,"Nicole stole a car today."
107,"food","frequency_judgment",23,"",8103,"month",1500,"drank coffee","drinks coffee","drink coffee","baseline",25,7.31322038709,"Daniel drank coffee today."
107,"food","frequency_judgment",24,"",5191,"month",600,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",10,6.39692965522,"Vince smoked marijuana today."
107,"employment","frequency_judgment",25,"",7202,"5 years",1,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",1,0,"John stole chewing gum today."
107,"entertainment","frequency_judgment",26,"",41641,"month",180,"went to the movies","goes to the movies","go to the movies","baseline",3,5.19295685089,"Greg went to the movies today."
108,"entertainment","frequency_judgment",0,"",6017,"month",60,"went to the movies","goes to the movies","go to the movies","baseline",1,4.09434456222,"Ashley went to the movies today."
108,"food","frequency_judgment",1,"",6479,"week",0,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",0,0,"Jessica smoked cigarettes today."
108,"entertainment","frequency_judgment",2,"",5106,"week",260,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",1,5.56068163102,"Kelly listened to Pandora today."
108,"hobby","frequency_judgment",3,"",5703,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Kyle climbed a mountain today."
108,"hobby","frequency_judgment",4,"",4465,"month",60,"played tennis","plays tennis","play tennis","baseline",1,4.09434456222,"Kristina played tennis today."
108,"employment","frequency_judgment",5,"",5524,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"William stole a car today."
108,"clothing","frequency_judgment",6,"",13151,"week",1300,"wore slacks","wears slacks","wear slacks","baseline",5,7.17011954345,"Tim wore slacks today."
108,"food","frequency_judgment",7,"",14591,"week",5460,"drank coffee","drinks coffee","drink coffee","baseline",21,8.60520406874,"Melinda drank coffee today."
108,"food","frequency_judgment",8,"",5556,"week",260,"drank a beer","drinks beer","drink beer","baseline",1,5.56068163102,"Elisa drank a beer today."
108,"clothing","frequency_judgment",9,"",8876,"month",1200,"wore a watch","wears a watch","wear a watch","baseline",20,7.09007683578,"Stephen wore a watch today."
108,"entertainment","frequency_judgment",10,"",5646,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"David went to the ballet today."
108,"food","frequency_judgment",11,"",4803,"5 years",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Lewis did cocaine today."
108,"entertainment","frequency_judgment",12,"",4883,"year",5,"watched a space launch","watches space launches","watch space launches","baseline",1,1.60943791243,"Claire watched a space launch today."
108,"hobby","frequency_judgment",13,"",8190,"year",25,"went for a run","runs","go for a run","baseline",5,3.21887582487,"Josh went for a run today."
108,"hobby","frequency_judgment",14,"",6165,"month",60,"went on a hike","hikes","go on a hike","baseline",1,4.09434456222,"Elizabeth went on a hike today."
108,"employment","frequency_judgment",15,"",6727,"year",25,"wrote a poem","writes poems","write poems","baseline",5,3.21887582487,"Janet wrote a poem today."
108,"clothing","frequency_judgment",16,"",9595,"week",1300,"wore socks","wears socks","wear socks","baseline",5,7.17011954345,"Jacob wore socks today."
108,"hobby","frequency_judgment",17,"",7471,"5 years",1,"played the banjo","plays the banjo","play the banjo","baseline",1,0,"Ronald played the banjo today."
108,"entertainment","frequency_judgment",18,"",6378,"year",25,"watched professional football","watches professional football","watch professional football","baseline",5,3.21887582487,"Alexander watched professional football today."
108,"food","frequency_judgment",19,"",10023,"year",5,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",1,1.60943791243,"Martin smoked marijuana today."
108,"employment","frequency_judgment",20,"",9393,"5 years",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Hillary stole chewing gum today."
108,"entertainment","frequency_judgment",21,"",5860,"year",25,"listened to live music","listens to live music","listen to live music","baseline",5,3.21887582487,"Robert listened to live music today."
108,"food","frequency_judgment",22,"",10260,"5 years",0,"ate caviar","eats caviar","eat caviar","baseline",0,0,"Anthony ate caviar today."
108,"employment","frequency_judgment",23,"",5692,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Nicole volunteered for a political campaign today."
108,"food","frequency_judgment",24,"",5400,"week",520,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",2,6.25382881158,"Monica ate peanut butter today."
108,"employment","frequency_judgment",25,"",5917,"5 years",1,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,0,"Amber volunteered for a soup kitchen today."
108,"clothing","frequency_judgment",26,"",4995,"week",520,"wore a hat","wears a hat","wear a hat","baseline",2,6.25382881158,"Fred wore a hat today."
109,"food","frequency_judgment",0,"",6135,"week",1040,"drank a beer","drinks beer","drink beer","baseline",4,6.94697599214,"Veronica drank a beer today."
109,"hobby","frequency_judgment",1,"",14153,"5 years",1,"played the banjo","plays the banjo","play the banjo","baseline",1,0,"Stephanie played the banjo today."
109,"food","frequency_judgment",2,"",4962,"week",520,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",2,6.25382881158,"William ate peanut butter today."
109,"hobby","frequency_judgment",3,"",6698,"year",10,"went on a hike","hikes","go on a hike","baseline",2,2.30258509299,"Lee went on a hike today."
109,"hobby","frequency_judgment",4,"",8204,"month",300,"went for a run","runs","go for a run","baseline",5,5.70378247466,"Eric went for a run today."
109,"clothing","frequency_judgment",5,"",85741,"week",1300,"wore a watch","wears a watch","wear a watch","baseline",5,7.17011954345,"George wore a watch today."
109,"employment","frequency_judgment",6,"",8031,"year",15,"wrote a poem","writes poems","write poems","baseline",3,2.7080502011,"Elizabeth wrote a poem today."
109,"employment","frequency_judgment",7,"",5638,"year",5,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,1.60943791243,"Esther volunteered for a soup kitchen today."
109,"hobby","frequency_judgment",8,"",3812,"5 years",1,"played tennis","plays tennis","play tennis","baseline",1,0,"Jacob played tennis today."
109,"entertainment","frequency_judgment",9,"",3811,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"Amber went to the ballet today."
109,"employment","frequency_judgment",10,"",4415,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Stephen volunteered for a political campaign today."
109,"entertainment","frequency_judgment",11,"",5710,"year",50,"listened to live music","listens to live music","listen to live music","baseline",10,3.91202300543,"Jessica listened to live music today."
109,"food","frequency_judgment",12,"",5550,"5 years",1,"ate caviar","eats caviar","eat caviar","baseline",1,0,"Brooke ate caviar today."
109,"clothing","frequency_judgment",13,"",23124,"week",1560,"wore slacks","wears slacks","wear slacks","baseline",6,7.35244110024,"Ronald wore slacks today."
109,"employment","frequency_judgment",14,"",3180,"5 years",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Monica stole chewing gum today."
109,"food","frequency_judgment",15,"",3233,"5 years",0,"did cocaine","does cocaine","do cocaine","baseline",0,0,"Jennifer did cocaine today."
109,"hobby","frequency_judgment",16,"",3511,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Alicia climbed a mountain today."
109,"entertainment","frequency_judgment",17,"",3379,"5 years",0,"watched a space launch","watches space launches","watch space launches","baseline",0,0,"Tim watched a space launch today."
109,"clothing","frequency_judgment",18,"",3426,"week",520,"wore a hat","wears a hat","wear a hat","baseline",2,6.25382881158,"Crystal wore a hat today."
109,"food","frequency_judgment",19,"",3814,"year",5,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",1,1.60943791243,"Scott smoked marijuana today."
109,"clothing","frequency_judgment",20,"",2970,"week",1820,"wore socks","wears socks","wear socks","baseline",7,7.50659178007,"Jackie wore socks today."
109,"employment","frequency_judgment",21,"",2471,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"Elisa stole a car today."
109,"food","frequency_judgment",22,"",5434,"week",3640,"drank coffee","drinks coffee","drink coffee","baseline",14,8.19973896063,"Anthony drank coffee today."
109,"entertainment","frequency_judgment",23,"",3157,"week",520,"watched professional football","watches professional football","watch professional football","baseline",2,6.25382881158,"Kelly watched professional football today."
109,"entertainment","frequency_judgment",24,"",4391,"week",2600,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",10,7.86326672401,"Natalie listened to Pandora today."
109,"entertainment","frequency_judgment",25,"",2569,"month",60,"went to the movies","goes to the movies","go to the movies","baseline",1,4.09434456222,"Alexander went to the movies today."
109,"food","frequency_judgment",26,"",6446,"month",900,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",15,6.80239476332,"Bridgette smoked cigarettes today."
110,"hobby","frequency_judgment",0,"",6280,"5 years",2,"played the banjo","plays the banjo","play the banjo","baseline",2,0.69314718056,"Amber played the banjo today."
110,"clothing","frequency_judgment",1,"",4341,"week",1820,"wore socks","wears socks","wear socks","baseline",7,7.50659178007,"Jennifer wore socks today."
110,"employment","frequency_judgment",2,"",3436,"year",5,"wrote a poem","writes poems","write poems","baseline",1,1.60943791243,"Cameron wrote a poem today."
110,"entertainment","frequency_judgment",3,"",6130,"month",120,"went to the movies","goes to the movies","go to the movies","baseline",2,4.78749174278,"Hillary went to the movies today."
110,"clothing","frequency_judgment",4,"",18607,"month",120,"wore a hat","wears a hat","wear a hat","baseline",2,4.78749174278,"Shannon wore a hat today."
110,"entertainment","frequency_judgment",5,"",3176,"5 years",1,"went to the ballet","goes to the ballet","go to the ballet","baseline",1,0,"Claire went to the ballet today."
110,"food","frequency_judgment",6,"",3983,"month",240,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",4,5.48063892334,"Anthony smoked marijuana today."
110,"entertainment","frequency_judgment",7,"",3431,"5 years",1,"watched a space launch","watches space launches","watch space launches","baseline",1,0,"Kelly watched a space launch today."
110,"clothing","frequency_judgment",8,"",6147,"month",300,"wore a watch","wears a watch","wear a watch","baseline",5,5.70378247466,"Greg wore a watch today."
110,"employment","frequency_judgment",9,"",3655,"year",0,"stole a car","steals cars","steal cars","baseline",0,0,"Kristina stole a car today."
110,"employment","frequency_judgment",10,"",3349,"5 years",1,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",1,0,"Scott volunteered for a political campaign today."
110,"food","frequency_judgment",11,"",3545,"week",1820,"drank coffee","drinks coffee","drink coffee","baseline",7,7.50659178007,"Jack drank coffee today."
110,"food","frequency_judgment",12,"",2835,"week",1820,"drank a beer","drinks beer","drink beer","baseline",7,7.50659178007,"Brooke drank a beer today."
110,"hobby","frequency_judgment",13,"",4532,"year",5,"went on a hike","hikes","go on a hike","baseline",1,1.60943791243,"Seth went on a hike today."
110,"clothing","frequency_judgment",14,"",4897,"week",1300,"wore slacks","wears slacks","wear slacks","baseline",5,7.17011954345,"Doug wore slacks today."
110,"hobby","frequency_judgment",15,"",14581,"year",25,"went for a run","runs","go for a run","baseline",5,3.21887582487,"Stephen went for a run today."
110,"employment","frequency_judgment",16,"",3504,"year",5,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",1,1.60943791243,"Angela volunteered for a soup kitchen today."
110,"entertainment","frequency_judgment",17,"",3888,"week",1820,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",7,7.50659178007,"Julia listened to Pandora today."
110,"entertainment","frequency_judgment",18,"",4282,"month",300,"watched professional football","watches professional football","watch professional football","baseline",5,5.70378247466,"Melinda watched professional football today."
110,"food","frequency_judgment",19,"",7550,"5 years",1,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",1,0,"Stephanie smoked cigarettes today."
110,"hobby","frequency_judgment",20,"",3223,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","baseline",1,0,"Theresa climbed a mountain today."
110,"food","frequency_judgment",21,"",7317,"5 years",5,"did cocaine","does cocaine","do cocaine","baseline",5,1.60943791243,"Elizabeth did cocaine today."
110,"food","frequency_judgment",22,"",3308,"week",780,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",3,6.65929391968,"Tina ate peanut butter today."
110,"entertainment","frequency_judgment",23,"",4757,"month",60,"listened to live music","listens to live music","listen to live music","baseline",1,4.09434456222,"Ted listened to live music today."
110,"food","frequency_judgment",24,"",2925,"5 years",1,"ate caviar","eats caviar","eat caviar","baseline",1,0,"Lee ate caviar today."
110,"employment","frequency_judgment",25,"",3367,"year",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Fred stole chewing gum today."
110,"hobby","frequency_judgment",26,"",4190,"year",15,"played tennis","plays tennis","play tennis","baseline",3,2.7080502011,"Kyle played tennis today."
111,"entertainment","frequency_judgment",0,"",9414,"year",5,"listened to live music","listens to live music","listen to live music","baseline",1,1.60943791243,"Jessica listened to live music today."
111,"clothing","frequency_judgment",1,"",5625,"year",25,"wore slacks","wears slacks","wear slacks","baseline",5,3.21887582487,"Rebecca wore slacks today."
111,"food","frequency_judgment",2,"",6400,"week",520,"smoked cigarettes","smokes cigarettes","smoke cigarettes","baseline",2,6.25382881158,"Crystal smoked cigarettes today."
111,"food","frequency_judgment",3,"",4310,"month",240,"smoked marijuana","smokes marijuana","smoke marijuana","baseline",4,5.48063892334,"Tom smoked marijuana today."
111,"hobby","frequency_judgment",4,"",4290,"5 years",1,"went on a hike","hikes","go on a hike","baseline",1,0,"Jack went on a hike today."
111,"hobby","frequency_judgment",5,"",4860,"5 years",0,"played tennis","plays tennis","play tennis","baseline",0,0,"Alicia played tennis today."
111,"food","frequency_judgment",6,"",6279,"week",780,"drank coffee","drinks coffee","drink coffee","baseline",3,6.65929391968,"Lee drank coffee today."
111,"employment","frequency_judgment",7,"",20719,"5 years",0,"stole chewing gum","steals chewing gum","steal chewing gum","baseline",0,0,"Kelly stole chewing gum today."
111,"food","frequency_judgment",8,"",6201,"5 years",0,"ate caviar","eats caviar","eat caviar","baseline",0,0,"Ben ate caviar today."
111,"entertainment","frequency_judgment",9,"",3337,"5 years",0,"watched a space launch","watches space launches","watch space launches","baseline",0,0,"Scott watched a space launch today."
111,"employment","frequency_judgment",10,"",5392,"5 years",0,"stole a car","steals cars","steal cars","baseline",0,0,"Stephen stole a car today."
111,"employment","frequency_judgment",11,"",3300,"5 years",0,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","baseline",0,0,"Hillary volunteered for a soup kitchen today."
111,"clothing","frequency_judgment",12,"",4333,"year",15,"wore a watch","wears a watch","wear a watch","baseline",3,2.7080502011,"Martin wore a watch today."
111,"entertainment","frequency_judgment",13,"",5983,"year",80,"watched professional football","watches professional football","watch professional football","baseline",16,4.38202663467,"Claire watched professional football today."
111,"entertainment","frequency_judgment",14,"",4607,"year",150,"listened to Pandora","listens to Pandora","listen to Pandora","baseline",30,5.0106352941,"Alexander listened to Pandora today."
111,"food","frequency_judgment",15,"",4998,"year",30,"ate peanut butter","eats peanut butter","eat peanut butter","baseline",6,3.40119738166,"Melinda ate peanut butter today."
111,"entertainment","frequency_judgment",16,"",5775,"year",15,"went to the movies","goes to the movies","go to the movies","baseline",3,2.7080502011,"John went to the movies today."
111,"employment","frequency_judgment",17,"",6967,"5 years",1,"wrote a poem","writes poems","write poems","baseline",1,0,"Amber wrote a poem today."
111,"hobby","frequency_judgment",18,"",3975,"year",20,"went for a run","runs","go for a run","baseline",4,2.99573227355,"Elizabeth went for a run today."
111,"hobby","frequency_judgment",19,"",4223,"5 years",0,"played the banjo","plays the banjo","play the banjo","baseline",0,0,"Brian played the banjo today."
111,"hobby","frequency_judgment",20,"",3826,"5 years",0,"climbed a mountain","climbs mountains","climb mountains","baseline",0,0,"Theresa climbed a mountain today."
111,"food","frequency_judgment",21,"",4792,"year",100,"drank a beer","drinks beer","drink beer","baseline",20,4.60517018599,"Ashley drank a beer today."
111,"entertainment","frequency_judgment",22,"",6946,"5 years",0,"went to the ballet","goes to the ballet","go to the ballet","baseline",0,0,"Kristina went to the ballet today."
111,"food","frequency_judgment",23,"",5581,"5 years",1,"did cocaine","does cocaine","do cocaine","baseline",1,0,"Derrick did cocaine today."
111,"employment","frequency_judgment",24,"",10285,"5 years",0,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","baseline",0,0,"Nicole volunteered for a political campaign today."
111,"clothing","frequency_judgment",25,"",8319,"year",1700,"wore socks","wears socks","wear socks","baseline",340,7.43838353004,"William wore socks today."
111,"clothing","frequency_judgment",26,"",4764,"year",60,"wore a hat","wears a hat","wear a hat","baseline",12,4.09434456222,"Bridgette wore a hat today."
112,"entertainment","frequency_judgment",0,"You overhear two friends talking. <br>One of them says to the other, ""Kelly watched professional football today.""",13201,"week",260,"watched professional football","watches professional football","watch professional football","communication",1,5.56068163102,"Kelly watched professional football today."
112,"food","frequency_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Janet did cocaine today.""",7174,"year",5,"did cocaine","does cocaine","do cocaine","communication",1,1.60943791243,"Janet did cocaine today."
112,"hobby","frequency_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Shannon climbed a mountain today.""",6413,"5 years",1,"climbed a mountain","climbs mountains","climb mountains","communication",1,0,"Shannon climbed a mountain today."
112,"clothing","frequency_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Crystal wore a watch today.""",9486,"week",1820,"wore a watch","wears a watch","wear a watch","communication",7,7.50659178007,"Crystal wore a watch today."
112,"employment","frequency_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""John volunteered for a political campaign today.""",10724,"week",260,"volunteered for a political campaign","volunteers for political campaigns","volunteer for political campaigns","communication",1,5.56068163102,"John volunteered for a political campaign today."
112,"hobby","frequency_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Theresa played tennis today.""",6620,"week",520,"played tennis","plays tennis","play tennis","communication",2,6.25382881158,"Theresa played tennis today."
112,"clothing","frequency_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Brooke wore socks today.""",7311,"week",1820,"wore socks","wears socks","wear socks","communication",7,7.50659178007,"Brooke wore socks today."
112,"entertainment","frequency_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Angela watched a space launch today.""",4056,"5 years",1,"watched a space launch","watches space launches","watch space launches","communication",1,0,"Angela watched a space launch today."
112,"food","frequency_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Ashley drank coffee today.""",4533,"week",1820,"drank coffee","drinks coffee","drink coffee","communication",7,7.50659178007,"Ashley drank coffee today."
112,"hobby","frequency_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca went for a run today.""",7453,"week",1820,"went for a run","runs","go for a run","communication",7,7.50659178007,"Rebecca went for a run today."
112,"clothing","frequency_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Greg wore a hat today.""",6050,"week",1300,"wore a hat","wears a hat","wear a hat","communication",5,7.17011954345,"Greg wore a hat today."
